mid_x_bin_left,mid_x_bin_center,n_total,n_success,pdr_band,pdr_phy_band,late_ratio_phy_band,nlos_ratio_band,avg_cbr_band
-20.0,-10.0,30,1,0.03333333333333333,0.03333333333333333,0.0,0.0,0.2612696969696969
0.0,10.0,138,4,0.028985507246376812,0.028985507246376812,0.0,0.0,0.25756258234519097
20.0,30.0,171,8,0.04678362573099415,0.04678362573099415,0.0,0.0,0.26600956937799036
40.0,50.0,4239,311,0.07336635999056382,0.07336635999056382,0.0,0.0,0.1685173175491646
60.0,70.0,7155,425,0.0593990216631726,0.05953878406708595,0.002347417840375587,0.0,0.18562839717934052
80.0,90.0,5415,287,0.053000923361034166,0.05447830101569714,0.02711864406779661,0.0,0.1902607739444304
100.0,110.0,4497,201,0.04469646430953969,0.04625305759395152,0.03365384615384615,0.0,0.21400030323245794
120.0,130.0,3693,150,0.04061738424045491,0.04224207961007311,0.038461538461538464,0.0,0.21942133766585425
140.0,150.0,3476,174,0.05005753739930955,0.051208285385500575,0.02247191011235955,0.0,0.20940582173867553
160.0,170.0,2830,97,0.0342756183745583,0.03498233215547703,0.020202020202020204,0.0,0.228370350144555
180.0,190.0,2240,68,0.030357142857142857,0.03214285714285714,0.05555555555555555,0.0,0.24429370941558437
200.0,210.0,2232,62,0.027777777777777776,0.028225806451612902,0.015873015873015872,0.0,0.24957388400130331
220.0,230.0,1903,53,0.027850761954808196,0.027850761954808196,0.0,0.0,0.23995428271150807
240.0,250.0,1733,60,0.03462204270051933,0.0363531448355453,0.047619047619047616,0.0,0.24512280333630587
260.0,270.0,1692,68,0.04018912529550828,0.04018912529550828,0.0,0.0,0.2398730388996346
280.0,290.0,1777,53,0.029825548677546426,0.031513787281935844,0.05357142857142857,0.0,0.24179352330280857
300.0,310.0,1690,54,0.03195266272189349,0.03254437869822485,0.01818181818181818,0.0,0.24092280796126944
320.0,330.0,1359,45,0.033112582781456956,0.03532008830022075,0.0625,0.0,0.2453586861997457
340.0,350.0,1236,41,0.03317152103559871,0.03317152103559871,0.0,0.0,0.24579744042365395
360.0,370.0,1230,36,0.02926829268292683,0.02926829268292683,0.0,0.4560975609756098,0.2373584626755358
380.0,390.0,1363,56,0.041085840058694055,0.04181951577402788,0.017543859649122806,1.0,0.2298890148736076
400.0,410.0,1096,74,0.06751824817518248,0.07116788321167883,0.05128205128205128,1.0,0.22310376575978758
420.0,430.0,1294,72,0.05564142194744977,0.05873261205564142,0.05263157894736842,1.0,0.2209192075312631
440.0,450.0,1009,59,0.05847373637264618,0.05946481665014866,0.016666666666666666,1.0,0.22053275069826106
460.0,470.0,914,46,0.05032822757111598,0.05032822757111598,0.0,1.0,0.21392898348915845
480.0,490.0,1086,54,0.049723756906077346,0.05064456721915286,0.01818181818181818,1.0,0.21267194039845966
500.0,510.0,990,75,0.07575757575757576,0.0797979797979798,0.05063291139240506,1.0,0.21150404040404033
520.0,530.0,987,31,0.031408308004052685,0.031408308004052685,0.0,0.5683890577507599,0.2108146817721285
540.0,550.0,852,34,0.03990610328638498,0.04107981220657277,0.02857142857142857,0.5927230046948356,0.20886673068715317
560.0,570.0,926,54,0.058315334773218146,0.06047516198704104,0.03571428571428571,1.0,0.20998075790300405
580.0,590.0,823,54,0.06561360874848117,0.06682867557715674,0.01818181818181818,1.0,0.20817563238705394
600.0,610.0,797,43,0.053952321204516936,0.05771643663739021,0.06521739130434782,1.0,0.21452857305805856
620.0,630.0,832,48,0.057692307692307696,0.06009615384615385,0.04,1.0,0.2129244973776223
640.0,650.0,761,32,0.04204993429697766,0.04336399474375821,0.030303030303030304,1.0,0.20797885557281084
660.0,670.0,625,35,0.056,0.0576,0.027777777777777776,1.0,0.2174366545454545
680.0,690.0,700,21,0.03,0.03,0.0,0.8957142857142857,0.21745896103896098
700.0,710.0,724,16,0.022099447513812154,0.023480662983425413,0.058823529411764705,0.0027624309392265192,0.285493847312908
720.0,730.0,735,21,0.02857142857142857,0.029931972789115645,0.045454545454545456,0.0,0.30039690785405065
740.0,750.0,750,16,0.021333333333333333,0.02266666666666667,0.058823529411764705,0.0,0.2852667878787878
760.0,770.0,735,21,0.02857142857142857,0.02857142857142857,0.0,0.0,0.2939816944959801
780.0,790.0,566,15,0.026501766784452298,0.026501766784452298,0.0,0.0,0.3397985865724381
800.0,810.0,682,7,0.010263929618768328,0.011730205278592375,0.125,0.0,0.388541055718475
820.0,830.0,676,2,0.0029585798816568047,0.005917159763313609,0.5,0.013313609467455622,0.4220632060247444
840.0,850.0,555,5,0.009009009009009009,0.012612612612612612,0.2857142857142857,0.8378378378378378,0.4133523341523341
860.0,870.0,557,4,0.00718132854578097,0.010771992818671455,0.3333333333333333,1.0,0.42374538926064953
880.0,890.0,491,7,0.014256619144602852,0.014256619144602852,0.0,1.0,0.4184201073875208
900.0,910.0,593,3,0.00505902192242833,0.00505902192242833,0.0,1.0,0.3994757013644028
920.0,930.0,542,3,0.005535055350553505,0.005535055350553505,0.0,1.0,0.4136762831264676
940.0,950.0,16933,368,0.021732711273843974,0.024272131341168134,0.10462287104622871,1.0,0.38382374384606704
960.0,970.0,1418,24,0.01692524682651622,0.019746121297602257,0.14285714285714285,0.919605077574048,0.4049323631234773
980.0,990.0,1599,17,0.010631644777986242,0.013133208255159476,0.19047619047619047,0.3464665415884928,0.43607373926886117
