dist_bin_left,dist_bin_center,n_total,n_success,pdr,n_success_phy,pdr_phy,n_late,late_ratio_phy,delay_p50_ms,delay_p95_ms,delay_p99_ms,nlos_ratio,tunnel_ratio,avg_blockage_b,avg_n_cs,avg_cbr,avg_p_col,avg_cong_delay_ms
0,5.0,821665,102931,0.12527124801470185,115336,0.1403686417213828,12405,0.10755531664007768,23.080284689273007,76.59716160115592,93.97263558115458,0.020721340205558228,0.0,0.02085675731042026,40.676149038841864,0.40758225830810274,0.903377000329327,177.38340646347848
10,15.0,221176,43300,0.19577169313126197,46102,0.20844033710710022,2802,0.06077827426142033,27.19661028088308,73.32028921791917,92.72335186209786,0.07117860889065722,0.0,0.07220748842803613,34.35285474011647,0.3426247805121055,0.8528360648908911,137.21168136299278
20,25.0,161805,35105,0.21695868483668612,36813,0.22751460090850098,1708,0.04639665335615136,29.698061125901344,74.0992887184221,92.0872472498359,0.07959580977102067,0.0,0.08223129183221001,30.669602299063687,0.3047877327085633,0.8328148419011161,112.83708710466107
30,35.0,153417,31526,0.20549222054922206,32929,0.21463723055463216,1403,0.04260682073552188,29.698626525334,73.31992803144612,91.57461661486592,0.08246152642797082,0.0,0.08991148927478815,30.116760202585112,0.2991085366265561,0.8284689205537992,106.27087734356886
40,45.0,153496,26807,0.1746429874394121,28149,0.18338588627716684,1342,0.047674872997264556,30.66116664019417,75.69586316194102,93.40072275719655,0.09983322040965237,0.0,0.11926550971169679,30.394322979100433,0.30195986333075886,0.8362975976870558,107.01193512596292
50,55.0,147008,22448,0.15269917283413148,23532,0.16007292120156727,1084,0.046064932857385686,29.837706978710408,74.63676688730844,92.36263056825241,0.1511006203744014,0.0,0.13653694431118843,30.077043426208096,0.29870053701468313,0.8328677242573294,104.98432255013292
60,65.0,142085,17273,0.12156807544779534,18118,0.12751521976281804,845,0.04663870184347058,31.28758961530801,76.01437982930997,93.41877309413138,0.17830172080092901,0.0,0.17770853399680847,30.380180877643664,0.3018145853794303,0.8372519869785694,107.93839638129705
70,75.0,146523,14093,0.09618285183896044,14760,0.10073503818513134,667,0.04518970189701897,31.947476926189257,75.46110428766114,93.06420203551205,0.19222238146912088,0.0,0.19340381669215656,30.348307091719388,0.3014871546694809,0.8407511647516623,106.57563726297789
80,85.0,142476,10533,0.07392824054577612,11081,0.07777450237232937,548,0.049454020395271185,31.14447605783066,74.71026433750488,92.28939250497248,0.1972261995002667,0.0,0.1983292511299048,30.546709621269546,0.30352528974576887,0.8393720711791772,107.41814775122975
90,95.0,142160,7939,0.05584552616769837,8311,0.05846229600450197,372,0.04475995668391289,31.88733155359235,76.29020572852762,93.26806728537247,0.2124859313449634,0.0,0.21399504699189997,30.683870287000563,0.3049343038573693,0.8413437572723127,107.90589009620464
100,105.0,142716,6204,0.04347094929790633,6491,0.04548193615291908,287,0.04421506701586812,32.660121359236776,75.787796981004,93.06812150709436,0.2251254239188318,0.0,0.22741901481943808,31.071274419126098,0.3089140008510226,0.8457025676615334,110.668241921982
110,115.0,143761,4949,0.03442519181140921,5211,0.03624766104854585,262,0.050278257532143544,34.451781589153974,76.29362231413172,92.36706708253229,0.23856261433907666,0.0,0.2461952855298221,30.665973386384348,0.30475045387831184,0.8459812303092161,107.51481874101842
120,125.0,147191,4382,0.029770841967239847,4626,0.031428552017446716,244,0.0527453523562473,33.288644591306834,73.67825795671575,93.60981597079166,0.25858238615132717,0.0,0.28364675950274376,30.841335407735528,0.30655190009764666,0.844572734323194,107.41433389054231
130,135.0,146800,4066,0.027697547683923705,4281,0.029162125340599455,215,0.05022191076851203,34.04339802916903,77.02351635331333,93.20519357066524,0.3312874659400545,0.0,0.31728985477696137,30.602261580381473,0.3040959598711914,0.843509087001067,105.19759941329299
140,145.0,143353,3827,0.02669633701422363,4103,0.028621654238139418,276,0.067267852790641,35.55700475134926,77.93417601495341,92.69012341269375,0.37478113468152047,0.0,0.3709190562763981,31.083835008684854,0.30904303236194436,0.8473988191957302,109.08250954508684
150,155.0,143158,3908,0.027298509339331367,4177,0.029177552075329356,269,0.06440028728752693,33.97151595589372,79.93749854463894,93.84655603797847,0.3752217829251596,0.0,0.37606183663507786,30.977954427974684,0.3079553500328308,0.8454594036445103,108.98457364749105
