u_bin_left,u_bin_center,n_total,n_success,pdr_band,pdr_phy_band,late_ratio_phy_band,delay_p95_band_ms,delay_p99_band_ms,mean_blockage_b
-0.25,-0.225,2937,322,0.10963568266939054,0.11576438542730677,0.052941176470588235,79.72341755077251,96.35010536074196,0.014203511353739248
-0.2,-0.17500000000000002,2828,240,0.08486562942008487,0.08804809052333805,0.03614457831325301,85.61310915653338,96.17788233956871,0.0519570175666131
-0.15000000000000002,-0.12500000000000003,2547,96,0.03769140164899882,0.04161758932076953,0.09433962264150944,91.33867249039587,97.71573777770504,0.12893763566509983
-0.1,-0.07500000000000001,2138,22,0.01028999064546305,0.015434985968194575,0.3333333333333333,,,0.24238902524448724
-0.05,-0.025,20963,689,0.03286743309640796,0.037446930305776845,0.12229299363057325,82.5488390672737,93.55166874632891,0.33383034692567387
0.0,0.025,25037,1893,0.07560810001198226,0.07912289811079602,0.04442200908632004,71.22572245605892,92.56697672419565,0.35012098421195
0.05,0.07500000000000001,1603,57,0.035558328134747345,0.041796631316281974,0.14925373134328357,85.15360724931728,89.77112409523606,0.3544380516906018
0.1,0.125,1471,70,0.04758667573079538,0.053704962610469066,0.11392405063291139,85.91350402249624,94.59343524494851,0.3716811856215996
0.15000000000000002,0.17500000000000002,1111,98,0.08820882088208822,0.09180918091809182,0.0392156862745098,73.71532656767849,78.47425198028714,0.40775668478776605
0.2,0.225,1445,183,0.12664359861591695,0.12802768166089964,0.010810810810810811,62.58015077623531,68.03485819630656,0.4614123927716722
0.25,0.275,1133,103,0.09090909090909091,0.09355692850838482,0.02830188679245283,68.24347824703024,81.69317493436044,0.5352248349593444
0.30000000000000004,0.32500000000000007,1475,178,0.12067796610169491,0.12067796610169491,0.0,63.33491194058167,71.82696510549748,0.616869278336408
0.35000000000000003,0.37500000000000006,1334,111,0.08320839580209895,0.08470764617691154,0.017699115044247787,65.20441731992716,81.35714644152486,0.6975772568024143
0.4,0.42500000000000004,952,64,0.06722689075630252,0.06722689075630252,0.0,76.31282093273892,84.24033645265536,0.7555662176055346
0.45,0.47500000000000003,1116,52,0.04659498207885305,0.04838709677419355,0.037037037037037035,77.68660040072034,79.67437434173513,0.7922367937073398
0.5,0.525,1317,2,0.0015186028853454822,0.004555808656036446,0.6666666666666666,,,0.7937887116310782
0.55,0.5750000000000001,26228,179,0.006824767424126887,0.009913070001525087,0.31153846153846154,95.87171023562382,98.38687971504538,0.7383371044408976
0.6000000000000001,0.6250000000000001,21831,821,0.03760707251156612,0.04081352205579222,0.07856341189674523,74.11469556281105,96.37067843235953,0.69858984973896
0.65,0.675,29916,269,0.008991843829388956,0.012702232918839417,0.29210526315789476,87.68809071168836,98.03623826699302,0.653250417689875
0.7000000000000001,0.7250000000000001,2430,7,0.002880658436213992,0.006172839506172839,0.5333333333333333,,,0.5371206198664759
0.75,0.775,2558,106,0.04143862392494136,0.04495699765441751,0.0782608695652174,84.5017322304309,94.55986254382444,0.4633460962334923
0.8,0.8250000000000001,2636,219,0.0830804248861912,0.08573596358118361,0.030973451327433628,80.2935943096835,93.28266808569664,0.40719413253142556
0.8500000000000001,0.8750000000000001,3184,268,0.08417085427135679,0.08636934673366835,0.025454545454545455,75.60579884955048,88.56065493453292,0.37129695308907995
0.9,0.925,3556,311,0.0874578177727784,0.08998875140607424,0.028125,82.9243700676532,91.68232849150358,0.35468107417666683
0.9500000000000001,0.9750000000000001,4968,374,0.07528180354267311,0.07890499194847021,0.04591836734693878,79.59477712590021,92.59276087002455,0.3502532981269775
1.0,1.025,6241,432,0.06921967633392084,0.07402659830155424,0.06493506493506493,88.14615307047757,96.23759491309639,0.3302090143935597
1.05,1.075,8270,580,0.07013301088270858,0.0750906892382104,0.06602254428341385,85.88968363592447,93.97704998100538,0.24207615080388029
1.1,1.125,12388,1082,0.08734258960284146,0.09250887956086536,0.055846422338568937,78.711609144723,94.91428513575451,0.12669678529291928
1.1500000000000001,1.175,17874,2493,0.13947633434038267,0.14339263735034127,0.027311744049941473,74.33363603778088,91.89402677329004,0.04752016780072548
1.2000000000000002,1.225,13159,2311,0.1756212478151835,0.17835701801048712,0.01533873029399233,70.68660338644077,87.53645623006193,0.020820039539650816
