dist_bin_left,dist_bin_center,n_total,n_success,pdr,n_success_phy,pdr_phy,n_late,late_ratio_phy,delay_p50_ms,delay_p95_ms,delay_p99_ms,nlos_ratio,tunnel_ratio,avg_blockage_b,avg_n_cs,avg_cbr,avg_p_col,avg_cong_delay_ms
0,5.0,823779,127142,0.15433993826014017,147283,0.1787894568810324,20141,0.13675033778508042,28.496205996297572,81.41460039963917,95.51988981955613,0.0,0.0,0.0,40.639370510780196,0.40720444251983284,0.9031424637023123,178.34146200204722
10,15.0,221928,55981,0.2522484769835262,60442,0.2723495908582964,4461,0.07380629363687502,32.07556865922624,77.88377843574757,93.88650744867314,0.0,0.0,0.0,34.30028207346527,0.34208471584559763,0.8524079703027114,138.12916423931136
20,25.0,162216,45981,0.2834553928095872,48951,0.30176431424766975,2970,0.06067291781577496,34.95117044230605,79.12626759504057,94.44252388781464,0.0,0.0,0.0,30.594349509296247,0.3040146813227705,0.8334667937720115,110.89905176711811
30,35.0,153718,41806,0.27196554730090167,44367,0.28862592539585474,2561,0.057723082471206076,35.20871149435301,79.32852638762375,94.33433868142772,0.0,0.0,0.0,30.186822623245163,0.29982826876606383,0.8296142041853078,108.7178883700906
40,45.0,154943,36693,0.23681611947619446,39099,0.2523444105251609,2406,0.06153610066753625,36.23073488256401,80.36503433711978,95.02722038842877,0.0,0.0,0.0,30.483577831847843,0.3028767540908005,0.8369584515179355,109.23517248227763
50,55.0,146507,30784,0.21011965298586416,32708,0.22325213129748067,1924,0.058823529411764705,35.189925640648326,79.11897696786124,94.55972194439704,0.0,0.0,0.0,30.009337437801605,0.29800501186105277,0.8330755936758028,105.06301396384688
60,65.0,141397,24636,0.17423283379421062,26132,0.18481297340113298,1496,0.057247818766263586,36.680875423656445,79.1218393488912,93.9264397822501,0.0,0.0,0.0,30.14266214983345,0.29937462026647077,0.8362597107450143,106.49039995007372
70,75.0,146466,19465,0.13289773735884097,20685,0.14122731555446316,1220,0.05897993715252599,37.67767494172671,79.76715745423282,94.78356625397574,0.0,0.0,0.0,30.415639124438435,0.30217883827832204,0.8423121098801171,106.9164891428462
80,85.0,143280,14498,0.10118648799553322,15381,0.10734924623115578,883,0.057408490995383914,36.532159156067706,78.75696582154953,94.70193700666682,0.0,0.0,0.0,30.561843941931883,0.303680760494391,0.8396135159075784,107.95699381362226
90,95.0,141961,10174,0.07166757067081804,10748,0.07571093469333126,574,0.053405284704131,37.405652302891525,79.23875444293876,93.78796391913723,0.0,0.0,0.0,30.892280274159805,0.30707524281636883,0.842374420543928,110.37782758875882
100,105.0,141902,6988,0.04924525376668405,7441,0.052437597778748714,453,0.06087891412444564,37.79080187529872,78.57646798686181,93.98254392459883,0.0,0.0,0.0,30.967012445208667,0.30784294602805257,0.8457714199386133,109.75116304220538
110,115.0,143570,4819,0.033565508114508605,5136,0.03577349028348541,317,0.06172118380062305,38.01488771757268,80.75351952883466,94.49455627005955,0.0,0.0,0.0,30.375210698613916,0.30176352808576107,0.8440879695536152,104.58496890280321
120,125.0,147062,3336,0.022684310018903593,3589,0.024404672859066244,253,0.0704931735859571,37.409061233198734,79.8792737734814,95.13382689221667,0.0,0.0,0.0,30.632182344861352,0.3044033277244847,0.8427728562147492,107.3035698208688
130,135.0,147518,2122,0.014384685258748085,2304,0.015618433004785857,182,0.07899305555555555,37.46611457358323,81.54565067136038,95.73817221002541,0.0,0.0,0.0,30.742505999267888,0.30553665253793366,0.8447795090240322,106.52678476316973
140,145.0,142348,1358,0.009540000562002979,1545,0.010853682524517379,187,0.12103559870550162,38.43128069894392,80.48723205641971,93.42178053749225,0.0,0.0,0.0,30.997899513867424,0.308160240460638,0.8460263804932973,110.02376921430553
150,155.0,142182,878,0.006175183919202149,1072,0.007539632302260483,194,0.18097014925373134,37.855332092608606,87.71025214718613,96.35945857469535,0.0,0.0,0.0,31.12307465079968,0.30944613050366937,0.8456322105474146,111.34477039382858
160,165.0,144954,596,0.004111649212853733,754,0.005201650178677374,158,0.20954907161803712,39.06207910694166,86.57073061124079,97.79165519081465,0.0,0.0,0.0,30.947880017108876,0.3076464038121184,0.8441888175840242,108.52379202649243
170,175.0,144590,415,0.0028701846600733107,575,0.003976761878414828,160,0.2782608695652174,46.04841017702523,90.69000420035705,99.29264774550444,0.0,0.0,0.0,31.0861055398022,0.30906635690887707,0.846185894142469,108.9283853863698
180,185.0,142202,350,0.002461287464311332,525,0.0036919311964669975,175,0.3333333333333333,48.88263063716146,94.61560774465272,98.92467421387431,0.0,0.0,0.0,31.189413651003502,0.31012761296030866,0.845055131423746,110.87643116244614
190,195.0,141586,272,0.001921093893464043,444,0.003135903267272188,172,0.38738738738738737,54.09350555498777,96.08880602186979,99.82336675627685,0.0,0.0,0.0,31.340280818725017,0.3116774302287206,0.8471974397620333,110.27205087383113
200,205.0,137088,228,0.0016631652661064425,387,0.002823004201680672,159,0.4108527131782946,52.13089376737197,90.3378466312594,97.90149493139243,0.0,0.0,0.0,31.69094304388422,0.3152796876326287,0.8487520346138893,114.99870103549473
210,215.0,140932,262,0.001859052592739761,452,0.0032072205035052364,190,0.42035398230088494,51.90876414554293,90.29649489957299,96.52887142483816,0.0,0.0,0.0,31.438935089262905,0.31269087864424616,0.8475400782329384,111.91055214736511
220,225.0,142689,235,0.0016469384465515912,403,0.0028243242296182606,168,0.41687344913151364,53.16438056588986,92.49236498288808,98.70836081972267,0.0,0.0,0.0,31.16865350517559,0.3099143496440765,0.8473126158344106,110.416133990204
230,235.0,141474,242,0.0017105616579724896,413,0.00291926431711834,171,0.41404358353510895,56.55134475443185,91.93674180818891,96.29206138371727,0.0,0.0,0.0,31.2214399819048,0.31045661072320385,0.851710848426631,108.35341597873744
240,245.0,139465,243,0.0017423726382963468,425,0.003047359552575915,182,0.42823529411764705,51.97278110053544,94.14785871516301,98.4995304135991,0.0,0.0,0.0,31.341985444376725,0.31169494138314263,0.8506048423745316,109.97617304440863
250,255.0,139302,308,0.0022110235316075864,426,0.0030581039755351682,118,0.27699530516431925,51.77531657631708,90.20056516008731,96.90464725703711,0.0,0.0,0.0,26.6928974458371,0.2639361283072357,0.7808947307322839,86.3601090138566
260,265.0,139740,316,0.00226134249320166,444,0.00317732932589094,128,0.2882882882882883,49.21336049679029,89.07195430199316,96.81372617245528,0.0,0.0,0.0,26.19049663661085,0.2587751018124568,0.7656056835090901,85.04814165517337
270,275.0,142301,281,0.0019746874582750647,396,0.002782833571092262,115,0.2904040404040404,44.76081719002764,88.3087306386021,96.85797156417284,0.0,0.0,0.0,25.942452969409914,0.25622701686757454,0.7582153299412029,84.16306124641777
