dist_bin_left,dist_bin_center,n_total,n_success,pdr,n_success_phy,pdr_phy,n_late,late_ratio_phy,delay_p50_ms,delay_p95_ms,delay_p99_ms,nlos_ratio,tunnel_ratio,avg_blockage_b,avg_n_cs,avg_cbr,avg_p_col,avg_cong_delay_ms
0,5.0,818305,125214,0.1530162958798981,144783,0.1769303621510317,19569,0.13516089596154246,28.672789533679847,81.15577459643359,95.3341108638532,0.02092007258907131,0.0,0.021040029775376713,40.575444363654135,0.4065477466448108,0.9030286824333739,175.99062971142328
10,15.0,220697,54702,0.2478601884031047,59087,0.2677290583922754,4385,0.0742126017567316,32.14962182619364,78.07359723434105,94.25723821655578,0.07062624322034282,0.0,0.07169812283732017,34.25639224819549,0.3416338476405536,0.851811334131168,136.19667336091055
20,25.0,162006,44862,0.27691566979000776,47693,0.2943903312223004,2831,0.05935881575912608,34.730348948280884,78.54578841600585,93.94139417196408,0.07920694295273015,0.0,0.08216568203975204,30.64140217028999,0.3044980404766153,0.8336774567021163,110.60470454663692
30,35.0,154227,40971,0.2656538738353207,43455,0.2817600031122955,2484,0.057162581981360025,35.07290329992101,78.87639854920536,94.0244515150168,0.0811660733853346,0.0,0.0889459730569961,30.114169373715367,0.29908192174816695,0.8290518909783879,106.56171485401559
40,45.0,154466,35509,0.22988230419639274,37852,0.24505069076690017,2343,0.06189897495508824,36.07665967409825,80.05260667477005,94.05536323630473,0.09858480183341317,0.0,0.1181083816179205,30.408193388836377,0.3021023502671373,0.836421008778052,108.44060018811884
50,55.0,147141,30056,0.204266655792743,31932,0.21701633127408404,1876,0.05874984341726168,35.121261230486944,79.20948068667136,93.93141129298148,0.15362815258833365,0.0,0.1383957429895303,30.18300813505413,0.29978908356919237,0.8335766368262121,105.61764861796804
60,65.0,141119,23456,0.16621432975006908,24879,0.1762980179848213,1423,0.0571968326701234,36.48834400827286,79.30336237078396,94.4801405622068,0.18205202701266307,0.0,0.18171897130439577,30.312332145210778,0.3011175938553471,0.8378581850912513,105.67495330604474
70,75.0,147587,19501,0.13213223386883668,20709,0.14031723661298082,1208,0.0583321261287363,37.283777589132505,79.90401548618858,94.5451775698599,0.19190714629337272,0.0,0.1935138593310514,30.264061197801976,0.3006217195774202,0.8410795071985436,104.2965092213832
80,85.0,142244,15104,0.10618374061471837,15936,0.11203284497061387,832,0.05220883534136546,36.39810504815186,79.84272382661942,94.61721942426695,0.19358988779843087,0.0,0.19526297547444646,30.324997890947948,0.30124770560701064,0.8383126930097513,105.17638302752155
90,95.0,141790,11380,0.08025953875449608,12017,0.08475209817335497,637,0.05300823832903387,37.09798859438281,78.5446347127216,94.1829133422701,0.211926087876437,0.0,0.21345157738953485,30.78865928485789,0.3060107726535401,0.8418897264626489,107.90513699362744
100,105.0,143890,8784,0.061046632844534016,9305,0.06466745430537216,521,0.05599140247178936,38.03930803952933,81.3331216305145,94.10891938378123,0.2227673917575926,0.0,0.22533910460811646,31.16414622280909,0.30986804756158426,0.8475857666808707,111.15993452188157
110,115.0,143511,7176,0.05000313564813847,7588,0.052873995721582315,412,0.05429625724828677,39.14945972838346,79.21194330400759,93.29965009955414,0.23895032436537966,0.0,0.24712597900830824,30.673028548334273,0.3048229296328884,0.8456362668617627,106.93792512422753
120,125.0,146486,6482,0.04424996245374985,6945,0.04741067405758912,463,0.06666666666666667,39.50595722764335,81.18220119506863,94.36918616715384,0.2630626817579837,0.0,0.28573073289876205,30.48234643583687,0.3028641042954151,0.8426178803376034,105.39827139271164
130,135.0,147121,5866,0.039871942142862,6256,0.04252282135113274,390,0.06234015345268542,40.16525309471483,79.58010509786114,95.07274332941113,0.33370490956423626,0.0,0.32058896731724046,30.563298237505183,0.3036957000761895,0.8442909176321808,105.37383692464009
