u_bin_left,u_bin_center,n_total,n_success,pdr_band,pdr_phy_band,late_ratio_phy_band,delay_p95_band_ms,delay_p99_band_ms,mean_blockage_b
-0.25,-0.225,2949,115,0.038996269922007464,0.041030857917938285,0.049586776859504134,77.81711196367249,94.38667789504393,0.014306858087725596
-0.2,-0.17500000000000002,2809,91,0.032395870416518334,0.03381986472054112,0.042105263157894736,70.75208174210655,83.40445334135684,0.05184119906551181
-0.15000000000000002,-0.12500000000000003,2689,38,0.014131647452584604,0.014131647452584604,0.0,,,0.13002466557008463
-0.1,-0.07500000000000001,2137,11,0.005147402901263453,0.006551240056153486,0.21428571428571427,,,0.24388792057109257
-0.05,-0.025,20401,229,0.011224939953923827,0.01225430125974217,0.084,81.21941548863072,95.68873701778008,0.33386099675698594
0.0,0.025,25107,698,0.027801011670052177,0.02871709085115705,0.0319001386962552,66.62671487214193,85.35873993917575,0.350121365406033
0.05,0.07500000000000001,1620,18,0.011111111111111112,0.012345679012345678,0.1,,,0.35440626268335185
0.1,0.125,1483,32,0.02157788267026298,0.02157788267026298,0.0,,,0.3715818882936074
0.15000000000000002,0.17500000000000002,1262,33,0.026148969889064975,0.026148969889064975,0.0,,,0.40788295314210665
0.2,0.225,1472,75,0.050951086956521736,0.050951086956521736,0.0,55.58586220005601,62.682408986978636,0.46135159352921035
0.25,0.275,1170,39,0.03333333333333333,0.03333333333333333,0.0,,,0.5331314509077542
0.30000000000000004,0.32500000000000007,1454,55,0.03782668500687758,0.03782668500687758,0.0,78.10502963265363,90.92668036413235,0.6167999283538618
0.35000000000000003,0.37500000000000006,1267,30,0.02367797947908445,0.02367797947908445,0.0,,,0.6981057910628199
0.4,0.42500000000000004,1008,35,0.034722222222222224,0.034722222222222224,0.0,,,0.7568207142349558
0.45,0.47500000000000003,1169,15,0.01283147989734816,0.013686911890504704,0.0625,,,0.7924983876784888
0.5,0.525,1300,1,0.0007692307692307692,0.0015384615384615385,0.5,,,0.7939492200708859
0.55,0.5750000000000001,26103,67,0.00256675477914416,0.00363942841818948,0.29473684210526313,89.72995714576413,97.361855344245,0.7384732606374902
0.6000000000000001,0.6250000000000001,22211,292,0.013146639052721624,0.013912025572914322,0.05501618122977346,78.03027268710873,93.57392292174437,0.6982059702995185
0.65,0.675,30513,99,0.003244518729721758,0.0044243437223478515,0.26666666666666666,82.32667018352151,88.23846796247831,0.6531597699491636
0.7000000000000001,0.7250000000000001,2338,0,0.0,0.0012831479897348161,1.0,,,0.5378971497506251
0.75,0.775,2445,34,0.013905930470347648,0.013905930470347648,0.0,,,0.4632667684991902
0.8,0.8250000000000001,2645,66,0.02495274102079395,0.02570888468809074,0.029411764705882353,80.17878061310043,94.38211775221892,0.4074086848995619
0.8500000000000001,0.8750000000000001,3187,108,0.033887668653906494,0.03451521807342328,0.01818181818181818,66.26256394419568,72.52261370651647,0.3718756537786671
0.9,0.925,3586,108,0.03011712214166202,0.030395984383714447,0.009174311926605505,70.0308732814556,78.92861304543084,0.3548595551011539
0.9500000000000001,0.9750000000000001,4883,124,0.02539422486176531,0.02621339340569322,0.03125,69.11701466228227,84.84910796653784,0.35026732003141725
1.0,1.025,6023,158,0.026232774364934416,0.027394985887431514,0.04242424242424243,66.86756510788013,78.49083774209204,0.3298503410513071
1.05,1.075,7951,153,0.019242862533014715,0.02050056596654509,0.06134969325153374,80.15927699367697,95.58338264161738,0.24088591389028763
1.1,1.125,12090,418,0.03457402812241522,0.03573200992555831,0.032407407407407406,73.18891961849947,91.71945152486113,0.12683129260931805
1.1500000000000001,1.175,17946,867,0.04831160147107991,0.048924551432074,0.012528473804100227,65.78730395688694,84.83467053845423,0.04759724990336248
1.2000000000000002,1.225,12978,840,0.06472491909385113,0.06572661427030359,0.015240328253223915,58.58863609814732,77.13916231965537,0.020953431025445307
