mid_x_bin_left,mid_x_bin_center,n_total,n_success,pdr_band,pdr_phy_band,late_ratio_phy_band,nlos_ratio_band,avg_cbr_band
-20.0,-10.0,23,0,0.0,0.0,0.0,0.0,0.24877865612648214
0.0,10.0,207,12,0.057971014492753624,0.057971014492753624,0.0,0.0,0.2545849802371541
20.0,30.0,167,5,0.029940119760479042,0.03592814371257485,0.16666666666666666,0.0,0.2670293957539466
40.0,50.0,4160,596,0.14326923076923076,0.14543269230769232,0.01487603305785124,0.0,0.16609962849650342
60.0,70.0,7372,800,0.10851871947911014,0.1101465002712968,0.014778325123152709,0.0,0.18497179746460804
80.0,90.0,5653,630,0.11144525030957014,0.11339111975941978,0.0171606864274571,0.0,0.1917527298457777
100.0,110.0,4271,379,0.0887380004682744,0.09131350971669398,0.028205128205128206,0.0,0.21056565420063422
120.0,130.0,3698,298,0.0805840995132504,0.083829096809086,0.03870967741935484,0.0,0.21826073061605775
140.0,150.0,3370,296,0.08783382789317508,0.08961424332344213,0.019867549668874173,0.0,0.20877413002427833
160.0,170.0,2824,215,0.07613314447592068,0.07896600566572239,0.03587443946188341,0.0,0.22529793329899556
180.0,190.0,2294,137,0.05972101133391456,0.06190061028770706,0.035211267605633804,0.0,0.24401085836569703
200.0,210.0,2219,135,0.06083821541234791,0.06669671022983326,0.08783783783783784,0.0,0.25016104715473797
220.0,230.0,1841,129,0.07007061379684953,0.07224334600760456,0.03007518796992481,0.0,0.24069206458940293
240.0,250.0,1833,129,0.07037643207855974,0.07255864702673213,0.03007518796992481,0.0,0.241552001190299
260.0,270.0,1717,110,0.064065230052417,0.06581246359930111,0.02654867256637168,0.0,0.23832487954677814
280.0,290.0,1705,106,0.06217008797653959,0.0656891495601173,0.05357142857142857,0.0,0.24143017861903485
300.0,310.0,1721,117,0.06798373038930854,0.07030796048808832,0.03305785123966942,0.0,0.2409823041572024
320.0,330.0,1407,72,0.0511727078891258,0.053304904051172705,0.04,0.0,0.24607818052594166
340.0,350.0,1269,67,0.05279747832939322,0.05358550039401103,0.014705882352941176,0.0,0.2441088186832867
360.0,370.0,1218,63,0.05172413793103448,0.05747126436781609,0.1,0.4220032840722496,0.23373406478578884
380.0,390.0,1360,105,0.07720588235294118,0.08235294117647059,0.0625,1.0,0.23568355614973255
400.0,410.0,1127,128,0.11357586512866016,0.11801242236024845,0.03759398496240601,1.0,0.22131483423408882
420.0,430.0,1259,122,0.09690230341540905,0.10007942811755362,0.031746031746031744,1.0,0.21906448118997754
440.0,450.0,1155,125,0.10822510822510822,0.11774891774891776,0.08088235294117647,1.0,0.22219330972058238
460.0,470.0,966,121,0.12525879917184266,0.12836438923395446,0.024193548387096774,1.0,0.2152168266516092
480.0,490.0,1086,125,0.1151012891344383,0.12246777163904236,0.06015037593984962,1.0,0.21333408672358942
500.0,510.0,967,108,0.11168562564632885,0.11478800413650465,0.02702702702702703,1.0,0.210405001410172
520.0,530.0,942,77,0.08174097664543524,0.08280254777070063,0.01282051282051282,0.5626326963906582,0.2094022389500096
540.0,550.0,921,64,0.06948968512486428,0.07057546145494029,0.015384615384615385,0.5613463626492943,0.21318418714835646
560.0,570.0,955,83,0.08691099476439791,0.09424083769633508,0.07777777777777778,1.0,0.21213450737743925
580.0,590.0,814,93,0.11425061425061425,0.1167076167076167,0.021052631578947368,1.0,0.21250915791824876
600.0,610.0,739,83,0.11231393775372124,0.11231393775372124,0.0,1.0,0.2131556156968876
620.0,630.0,850,82,0.09647058823529411,0.1,0.03529411764705882,1.0,0.21868823529411757
640.0,650.0,821,84,0.1023142509135201,0.10475030450669914,0.023255813953488372,1.0,0.20898305835455644
660.0,670.0,672,62,0.09226190476190477,0.09523809523809523,0.03125,1.0,0.22153625541125535
680.0,690.0,695,55,0.07913669064748201,0.08057553956834532,0.017857142857142856,0.8474820143884892,0.2157863963374754
700.0,710.0,677,38,0.056129985228951254,0.05760709010339734,0.02564102564102564,0.0,0.27214381630186646
720.0,730.0,648,30,0.046296296296296294,0.047839506172839504,0.03225806451612903,0.0,0.30838790684624007
740.0,750.0,801,43,0.05368289637952559,0.05493133583021224,0.022727272727272728,0.0,0.28019793440018154
760.0,770.0,665,37,0.055639097744360905,0.058646616541353384,0.05128205128205128,0.0,0.3015393028024606
780.0,790.0,586,23,0.03924914675767918,0.042662116040955635,0.08,0.0,0.33403893887682273
800.0,810.0,627,11,0.017543859649122806,0.02711323763955343,0.35294117647058826,0.0,0.39067493112947654
820.0,830.0,622,6,0.00964630225080386,0.012861736334405145,0.25,0.00964630225080386,0.4127918737211341
840.0,850.0,571,13,0.02276707530647986,0.0297723292469352,0.23529411764705882,0.8914185639229422,0.4050980735551663
860.0,870.0,573,8,0.013961605584642234,0.02268760907504363,0.38461538461538464,1.0,0.42591480247501184
880.0,890.0,422,4,0.009478672985781991,0.011848341232227487,0.2,1.0,0.41964821197759583
900.0,910.0,552,6,0.010869565217391304,0.019927536231884056,0.45454545454545453,1.0,0.3973982213438735
920.0,930.0,510,8,0.01568627450980392,0.023529411764705882,0.3333333333333333,1.0,0.42120196078431366
940.0,950.0,17407,781,0.04486700752570805,0.05072671913597978,0.11551528878822197,1.0,0.38117855408221346
