dist_bin_left,dist_bin_center,n_total,n_success,pdr,n_success_phy,pdr_phy,n_late,late_ratio_phy,delay_p50_ms,delay_p95_ms,delay_p99_ms,nlos_ratio,tunnel_ratio,avg_blockage_b,avg_n_cs,avg_cbr,avg_p_col,avg_cong_delay_ms
0,5.0,823094,96078,0.11672785854349564,106623,0.12953927497952847,10545,0.0988998621310599,23.016735628799182,75.89964991883126,93.64916204956049,0.0,0.9224499267398377,0.5564869257299692,40.63262033255011,0.4071350997798328,0.9032935868951091,177.00565627963505
10,15.0,219350,42086,0.19186687941645772,44392,0.20237975837702302,2306,0.051946296630023425,27.444920349361873,72.2987245330361,91.30269776840326,0.0,0.6982402552997493,0.3846433758619996,34.10379758377023,0.3400662842696395,0.8515364268478938,133.67981899876034
20,25.0,162492,33940,0.20887182138197574,35411,0.2179245747482953,1471,0.041540764169325915,30.085641062156476,74.18283884489341,92.16911489486262,0.0,0.5887243679688846,0.317015523161064,30.54762080594737,0.3035346500974593,0.8329247963470191,110.34242214687623
30,35.0,153077,30427,0.1987692468496247,31713,0.20717024765314188,1286,0.04055119351685429,30.360058220845943,74.40836516823494,92.3830177149488,0.0,0.5641474552022838,0.30313786759532907,30.12653109219543,0.2992089103107349,0.8290380703450516,108.49607034138715
40,45.0,153980,25206,0.16369658397194442,26353,0.17114560332510714,1147,0.04352445641862407,30.930394155845644,75.17890683370887,92.6000737126303,0.0,0.5790167554227822,0.308083806467253,30.40804000519548,0.3021007745988263,0.8364281128257777,108.63603260440237
50,55.0,148027,20789,0.14044059529680397,21678,0.14644625642619252,889,0.041009318202786235,30.540104045420865,74.76718459817906,91.97030280770366,0.0,0.5824275301127497,0.310034364562956,30.046322630330952,0.29838495065703613,0.8340188972646998,104.19436663017714
60,65.0,139992,15427,0.110199154237385,16105,0.11504228813075033,678,0.04209872710338404,32.035884767313,75.05032342936414,92.94107110732949,0.0,0.5966840962340705,0.31535852824594046,30.16084490542317,0.2995614067557107,0.8369557558599139,104.52963326705044
70,75.0,146580,12109,0.0826101787419839,12596,0.08593259653431573,487,0.0386630676405208,33.10456389144589,76.88538891161598,93.51646862301563,0.0,0.5986492018010643,0.31324090378054237,30.147735025242188,0.29942673253203334,0.8403270564152416,103.57270210400839
80,85.0,143245,8745,0.06104925128276729,9127,0.06371601103005341,382,0.04185384025419086,32.062799947899045,74.86281583571126,92.60719600689906,0.0,0.6163565918531188,0.3209286966908661,30.353862263953367,0.3015442214387936,0.8382527004107336,105.08587464014136
90,95.0,140821,5901,0.0419042614382798,6162,0.04375767818720219,261,0.04235637779941578,31.76300359970723,74.39741200936984,93.17948899826384,0.0,0.62724309584508,0.32988050944629055,30.53484920572926,0.30340345093158233,0.8399960767694374,106.95064686879934
100,105.0,141599,3959,0.027959237000261303,4149,0.029301054385977302,190,0.045794167269221496,33.17589644169799,77.32205970743051,93.51757277026566,0.0,0.6469254726375187,0.3348322762768506,30.80738564537885,0.30620314344798266,0.8454521035110809,107.99230924037393
110,115.0,145807,2608,0.017886658390886583,2763,0.0189497074900382,155,0.056098443720593555,34.003841143317565,76.08349349787956,92.91909771727254,0.0,0.6472665921389233,0.3371335996217791,30.657423854821786,0.30466262687226014,0.8460729843311977,107.1525250689669
120,125.0,146612,1812,0.012359152047581371,1974,0.013464109349848579,162,0.08206686930091185,32.87853217187265,75.33979058438021,90.56037727894494,0.0,0.6643658090742913,0.3478599683331014,30.693203830518648,0.3050301848044188,0.8447265505726983,106.62210332816201
