mid_x_bin_left,mid_x_bin_center,n_total,n_success,pdr_band,pdr_phy_band,late_ratio_phy_band,nlos_ratio_band,avg_cbr_band
-20.0,-10.0,29,13,0.4482758620689655,0.4482758620689655,0.0,0.0,0.0
0.0,10.0,139,45,0.3237410071942446,0.3237410071942446,0.0,0.0,0.0
20.0,30.0,202,77,0.3811881188118812,0.3811881188118812,0.0,0.0,0.0
40.0,50.0,4209,1675,0.3979567593252554,0.3979567593252554,0.0,0.0,0.0
60.0,70.0,7252,2704,0.3728626585769443,0.3728626585769443,0.0,0.0,0.0
80.0,90.0,5526,2038,0.3688020267824828,0.3688020267824828,0.0,0.0,0.0
100.0,110.0,4406,1674,0.3799364502950522,0.3799364502950522,0.0,0.0,0.0
120.0,130.0,3840,1428,0.371875,0.371875,0.0,0.0,0.0
140.0,150.0,3465,1327,0.38297258297258296,0.38297258297258296,0.0,0.0,0.0
160.0,170.0,2680,988,0.3686567164179104,0.3686567164179104,0.0,0.0,0.0
180.0,190.0,2245,845,0.37639198218262804,0.37639198218262804,0.0,0.0,0.0
200.0,210.0,2228,838,0.3761220825852783,0.3761220825852783,0.0,0.0,0.0
220.0,230.0,1956,747,0.38190184049079756,0.38190184049079756,0.0,0.0,0.0
240.0,250.0,1879,683,0.3634912187333688,0.3634912187333688,0.0,0.0,0.0
260.0,270.0,1745,694,0.3977077363896848,0.3977077363896848,0.0,0.0,0.0
280.0,290.0,1732,666,0.384526558891455,0.384526558891455,0.0,0.0,0.0
300.0,310.0,1677,619,0.36911150864639236,0.36911150864639236,0.0,0.0,0.0
320.0,330.0,1395,495,0.3548387096774194,0.3548387096774194,0.0,0.0,0.0
340.0,350.0,1346,500,0.37147102526002973,0.37147102526002973,0.0,0.0,0.0
360.0,370.0,1216,433,0.3560855263157895,0.3560855263157895,0.0,0.4004934210526316,0.0
380.0,390.0,1421,659,0.4637579169598874,0.4637579169598874,0.0,1.0,0.0
400.0,410.0,1127,545,0.4835847382431233,0.4835847382431233,0.0,1.0,0.0
420.0,430.0,1329,659,0.4958615500376223,0.4958615500376223,0.0,1.0,0.0
440.0,450.0,1121,528,0.47100802854594115,0.47100802854594115,0.0,1.0,0.0
460.0,470.0,870,427,0.4908045977011494,0.4908045977011494,0.0,1.0,0.0
480.0,490.0,1142,578,0.5061295971978984,0.5061295971978984,0.0,1.0,0.0
500.0,510.0,1049,476,0.45376549094375596,0.45376549094375596,0.0,1.0,0.0
520.0,530.0,962,320,0.33264033264033266,0.33264033264033266,0.0,0.5893970893970893,0.0
540.0,550.0,963,325,0.3374870197300104,0.3374870197300104,0.0,0.573208722741433,0.0
560.0,570.0,925,453,0.4897297297297297,0.4897297297297297,0.0,1.0,0.0
580.0,590.0,723,337,0.4661134163208852,0.4661134163208852,0.0,1.0,0.0
600.0,610.0,776,383,0.49355670103092786,0.49355670103092786,0.0,1.0,0.0
620.0,630.0,850,432,0.508235294117647,0.508235294117647,0.0,1.0,0.0
640.0,650.0,773,367,0.47477360931435963,0.47477360931435963,0.0,1.0,0.0
660.0,670.0,611,311,0.5090016366612111,0.5090016366612111,0.0,1.0,0.0
680.0,690.0,708,284,0.4011299435028249,0.4011299435028249,0.0,0.847457627118644,0.0
700.0,710.0,653,213,0.32618683001531396,0.32618683001531396,0.0,0.0015313935681470138,0.0
720.0,730.0,609,215,0.3530377668308703,0.3530377668308703,0.0,0.0,0.0
740.0,750.0,719,270,0.37552155771905427,0.37552155771905427,0.0,0.0,0.0
760.0,770.0,660,255,0.38636363636363635,0.38636363636363635,0.0,0.0,0.0
780.0,790.0,566,207,0.3657243816254417,0.3657243816254417,0.0,0.0,0.0
800.0,810.0,665,227,0.34135338345864663,0.34135338345864663,0.0,0.0,0.0
820.0,830.0,573,191,0.3333333333333333,0.3333333333333333,0.0,0.012216404886561954,0.0
840.0,850.0,527,209,0.396584440227704,0.396584440227704,0.0,0.8766603415559773,0.0
860.0,870.0,563,283,0.5026642984014209,0.5026642984014209,0.0,1.0,0.0
880.0,890.0,507,261,0.514792899408284,0.514792899408284,0.0,1.0,0.0
900.0,910.0,596,301,0.5050335570469798,0.5050335570469798,0.0,1.0,0.0
920.0,930.0,595,321,0.5394957983193277,0.5394957983193277,0.0,1.0,0.0
940.0,950.0,16545,8014,0.4843759443940768,0.4843759443940768,0.0,1.0,0.0
960.0,970.0,1417,654,0.46153846153846156,0.46153846153846156,0.0,0.9167254763585039,0.0
980.0,990.0,1603,545,0.3399875233936369,0.3399875233936369,0.0,0.33000623830318154,0.0
1000.0,1010.0,10092,3690,0.36563614744351963,0.36563614744351963,0.0,9.908838684106223e-05,0.0
1020.0,1030.0,1894,771,0.40707497360084477,0.40707497360084477,0.0,0.0,0.0
1040.0,1050.0,12999,4793,0.3687206708208324,0.3687206708208324,0.0,0.0,0.0
1060.0,1070.0,500,201,0.402,0.402,0.0,0.0,0.0
1080.0,1090.0,562,209,0.3718861209964413,0.3718861209964413,0.0,0.0,0.0
1100.0,1110.0,335,122,0.3641791044776119,0.3641791044776119,0.0,0.0,0.0
1120.0,1130.0,393,152,0.38676844783715014,0.38676844783715014,0.0,0.0,0.0
1140.0,1150.0,318,130,0.4088050314465409,0.4088050314465409,0.0,0.0,0.0
1160.0,1170.0,390,130,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
1180.0,1190.0,414,161,0.3888888888888889,0.3888888888888889,0.0,0.0,0.0
1200.0,1210.0,288,97,0.3368055555555556,0.3368055555555556,0.0,0.0,0.0
1220.0,1230.0,411,159,0.38686131386861317,0.38686131386861317,0.0,0.0,0.0
1240.0,1250.0,275,101,0.36727272727272725,0.36727272727272725,0.0,0.0,0.0
1260.0,1270.0,378,133,0.35185185185185186,0.35185185185185186,0.0,0.0,0.0
1280.0,1290.0,216,88,0.4074074074074074,0.4074074074074074,0.0,0.0,0.0
1300.0,1310.0,363,137,0.3774104683195592,0.3774104683195592,0.0,0.6749311294765841,0.0
1320.0,1330.0,363,185,0.509641873278237,0.509641873278237,0.0,1.0,0.0
1340.0,1350.0,434,207,0.4769585253456221,0.4769585253456221,0.0,1.0,0.0
1360.0,1370.0,383,192,0.5013054830287206,0.5013054830287206,0.0,1.0,0.0
1380.0,1390.0,290,138,0.47586206896551725,0.47586206896551725,0.0,1.0,0.0
1400.0,1410.0,387,192,0.49612403100775193,0.49612403100775193,0.0,1.0,0.0
1420.0,1430.0,299,140,0.4682274247491639,0.4682274247491639,0.0,1.0,0.0
1440.0,1450.0,206,89,0.4320388349514563,0.4320388349514563,0.0,1.0,0.0
1460.0,1470.0,238,113,0.47478991596638653,0.47478991596638653,0.0,1.0,0.0
1480.0,1490.0,498,235,0.4718875502008032,0.4718875502008032,0.0,1.0,0.0
1500.0,1510.0,312,153,0.49038461538461536,0.49038461538461536,0.0,1.0,0.0
1520.0,1530.0,167,80,0.47904191616766467,0.47904191616766467,0.0,1.0,0.0
1540.0,1550.0,466,229,0.49141630901287553,0.49141630901287553,0.0,1.0,0.0
1560.0,1570.0,439,206,0.46924829157175396,0.46924829157175396,0.0,1.0,0.0
1580.0,1590.0,267,124,0.46441947565543074,0.46441947565543074,0.0,1.0,0.0
1600.0,1610.0,230,111,0.4826086956521739,0.4826086956521739,0.0,1.0,0.0
1620.0,1630.0,371,180,0.48517520215633425,0.48517520215633425,0.0,1.0,0.0
1640.0,1650.0,367,179,0.4877384196185286,0.4877384196185286,0.0,1.0,0.0
1660.0,1670.0,256,132,0.515625,0.515625,0.0,1.0,0.0
1680.0,1690.0,213,95,0.4460093896713615,0.4460093896713615,0.0,1.0,0.0
1700.0,1710.0,196,98,0.5,0.5,0.0,1.0,0.0
1720.0,1730.0,421,226,0.5368171021377672,0.5368171021377672,0.0,1.0,0.0
1740.0,1750.0,268,134,0.5,0.5,0.0,1.0,0.0
1760.0,1770.0,231,118,0.5108225108225108,0.5108225108225108,0.0,1.0,0.0
1780.0,1790.0,185,74,0.4,0.4,0.0,1.0,0.0
1800.0,1810.0,222,117,0.527027027027027,0.527027027027027,0.0,1.0,0.0
1820.0,1830.0,382,175,0.4581151832460733,0.4581151832460733,0.0,1.0,0.0
1840.0,1850.0,368,179,0.48641304347826086,0.48641304347826086,0.0,1.0,0.0
1860.0,1870.0,288,130,0.4513888888888889,0.4513888888888889,0.0,1.0,0.0
1880.0,1890.0,260,123,0.47307692307692306,0.47307692307692306,0.0,1.0,0.0
1900.0,1910.0,384,126,0.328125,0.328125,0.0,0.59375,0.0
1920.0,1930.0,611,220,0.36006546644844517,0.36006546644844517,0.0,0.0,0.0
1940.0,1950.0,25221,9319,0.3694936759049998,0.3694936759049998,0.0,0.0,0.0
1960.0,1970.0,1662,649,0.3904933814681107,0.3904933814681107,0.0,0.0,0.0
1980.0,1990.0,1344,526,0.3913690476190476,0.3913690476190476,0.0,0.0,0.0
