mid_x_bin_left,mid_x_bin_center,n_total,n_success,pdr_band,pdr_phy_band,late_ratio_phy_band,nlos_ratio_band,avg_cbr_band
-20.0,-10.0,21,6,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0
0.0,10.0,170,45,0.2647058823529412,0.2647058823529412,0.0,0.0,0.0
20.0,30.0,179,31,0.17318435754189945,0.17318435754189945,0.0,0.0,0.0
40.0,50.0,4150,902,0.21734939759036145,0.21734939759036145,0.0,0.0,0.0
60.0,70.0,7266,1535,0.2112579135700523,0.2112579135700523,0.0,0.0,0.0
80.0,90.0,5323,1064,0.19988728160811572,0.19988728160811572,0.0,0.0,0.0
100.0,110.0,4245,876,0.20636042402826854,0.20636042402826854,0.0,0.0,0.0
120.0,130.0,3682,792,0.21510048886474742,0.21510048886474742,0.0,0.0,0.0
140.0,150.0,3577,726,0.2029633771316746,0.2029633771316746,0.0,0.0,0.0
160.0,170.0,2704,575,0.21264792899408283,0.21264792899408283,0.0,0.0,0.0
180.0,190.0,2201,474,0.2153566560654248,0.2153566560654248,0.0,0.0,0.0
200.0,210.0,2091,458,0.2190339550454328,0.2190339550454328,0.0,0.0,0.0
220.0,230.0,1992,436,0.21887550200803213,0.21887550200803213,0.0,0.0,0.0
240.0,250.0,1862,369,0.19817400644468314,0.19817400644468314,0.0,0.0,0.0
260.0,270.0,1670,346,0.20718562874251498,0.20718562874251498,0.0,0.0,0.0
280.0,290.0,1674,342,0.20430107526881722,0.20430107526881722,0.0,0.0,0.0
300.0,310.0,1685,349,0.20712166172106825,0.20712166172106825,0.0,0.0,0.0
320.0,330.0,1404,279,0.1987179487179487,0.1987179487179487,0.0,0.0,0.0
340.0,350.0,1275,232,0.18196078431372548,0.18196078431372548,0.0,0.0,0.0
360.0,370.0,1126,193,0.1714031971580817,0.1714031971580817,0.0,0.4058614564831261,0.0
380.0,390.0,1414,370,0.26166902404526166,0.26166902404526166,0.0,1.0,0.0
400.0,410.0,1143,335,0.29308836395450566,0.29308836395450566,0.0,1.0,0.0
420.0,430.0,1312,375,0.2858231707317073,0.2858231707317073,0.0,1.0,0.0
440.0,450.0,1125,286,0.25422222222222224,0.25422222222222224,0.0,1.0,0.0
460.0,470.0,949,280,0.2950474183350896,0.2950474183350896,0.0,1.0,0.0
480.0,490.0,1151,330,0.2867072111207645,0.2867072111207645,0.0,1.0,0.0
500.0,510.0,1053,292,0.27730294396961064,0.27730294396961064,0.0,1.0,0.0
520.0,530.0,983,206,0.20956256358087488,0.20956256358087488,0.0,0.5940996948118006,0.0
540.0,550.0,927,176,0.18985976267529667,0.18985976267529667,0.0,0.5825242718446602,0.0
560.0,570.0,983,278,0.28280773143438453,0.28280773143438453,0.0,1.0,0.0
580.0,590.0,836,244,0.291866028708134,0.291866028708134,0.0,1.0,0.0
600.0,610.0,751,217,0.28894806924101196,0.28894806924101196,0.0,1.0,0.0
620.0,630.0,890,249,0.2797752808988764,0.2797752808988764,0.0,1.0,0.0
640.0,650.0,802,214,0.26683291770573564,0.26683291770573564,0.0,1.0,0.0
660.0,670.0,664,187,0.2816265060240964,0.2816265060240964,0.0,1.0,0.0
680.0,690.0,674,145,0.21513353115727002,0.21513353115727002,0.0,0.8590504451038575,0.0
700.0,710.0,662,141,0.21299093655589124,0.21299093655589124,0.0,0.0030211480362537764,0.0
720.0,730.0,728,149,0.20467032967032966,0.20467032967032966,0.0,0.0,0.0
740.0,750.0,687,135,0.1965065502183406,0.1965065502183406,0.0,0.0,0.0
760.0,770.0,605,118,0.19504132231404958,0.19504132231404958,0.0,0.0,0.0
780.0,790.0,588,152,0.2585034013605442,0.2585034013605442,0.0,0.0,0.0
800.0,810.0,683,132,0.19326500732064422,0.19326500732064422,0.0,0.0,0.0
820.0,830.0,662,128,0.1933534743202417,0.1933534743202417,0.0,0.010574018126888218,0.0
840.0,850.0,604,135,0.22350993377483444,0.22350993377483444,0.0,0.8857615894039735,0.0
860.0,870.0,556,154,0.27697841726618705,0.27697841726618705,0.0,1.0,0.0
880.0,890.0,455,134,0.2945054945054945,0.2945054945054945,0.0,1.0,0.0
900.0,910.0,503,142,0.2823061630218688,0.2823061630218688,0.0,1.0,0.0
920.0,930.0,522,164,0.31417624521072796,0.31417624521072796,0.0,1.0,0.0
940.0,950.0,16989,4923,0.28977573724174466,0.28977573724174466,0.0,1.0,0.0
960.0,970.0,1383,359,0.25958062183658714,0.25958062183658714,0.0,0.9349240780911063,0.0
980.0,990.0,1597,315,0.19724483406386975,0.19724483406386975,0.0,0.32122730118973075,0.0
