dist_bin_left,dist_bin_center,n_total,n_success,pdr,n_success_phy,pdr_phy,n_late,late_ratio_phy,delay_p50_ms,delay_p95_ms,delay_p99_ms,nlos_ratio,tunnel_ratio,avg_blockage_b,avg_n_cs,avg_cbr,avg_p_col,avg_cong_delay_ms
0,5.0,822517,639476,0.7774623503222425,639476,0.7774623503222425,0,0.0,1.907165057426014,3.456519864761672,4.577296898840728,0.0,0.921548126056969,0.5565271370110019,1.0,0.0,0.0,0.0
10,15.0,222843,172611,0.7745856948614047,172611,0.7745856948614047,0,0.0,1.8019334412594623,3.275527767910739,4.370059652477332,0.0,0.6998110777542934,0.38699274591035115,1.0,0.0,0.0,0.0
20,25.0,162093,118105,0.7286249251972633,118105,0.7286249251972633,0,0.0,1.8302670376673973,3.2978138789099645,4.351713080059909,0.0,0.5862930539875256,0.31829714487221467,1.0,0.0,0.0,0.0
30,35.0,155411,101729,0.6545804351043363,101729,0.6545804351043363,0,0.0,1.991967348385388,3.438383184045388,4.526592619989794,0.0,0.5658672809517987,0.30413742881058714,1.0,0.0,0.0,0.0
40,45.0,156172,87144,0.5580001536767154,87144,0.5580001536767154,0,0.0,2.193290575365613,3.597991295176519,4.6508384696926335,0.0,0.5793676203160618,0.3093569340203928,1.0,0.0,0.0,0.0
50,55.0,146672,66576,0.4539107668812043,66576,0.4539107668812043,0,0.0,2.372009286417812,3.7977715738232236,4.861288644378842,0.0,0.5757608814224937,0.30963579527684165,1.0,0.0,0.0,0.0
60,65.0,141505,49572,0.3503197766863362,49572,0.3503197766863362,0,0.0,2.5779002769412083,3.947232377821098,4.985567200357057,0.0,0.5973993851807357,0.3181717104707697,1.0,0.0,0.0,0.0
70,75.0,146645,38394,0.2618159500835351,38394,0.2618159500835351,0,0.0,2.7646051618746217,4.098984747418222,5.094090661818066,0.0,0.5956834532374101,0.3139244702915003,1.0,0.0,0.0,0.0
80,85.0,142515,26486,0.18584710381363365,26486,0.18584710381363365,0,0.0,2.9755949343942176,4.323209799795934,5.397349004750901,0.0,0.6136055853769778,0.32275568783903347,1.0,0.0,0.0,0.0
90,95.0,140444,17657,0.1257227079832531,17657,0.1257227079832531,0,0.0,3.176526888751275,4.511451066749266,5.58615955519338,0.0,0.622191051237504,0.32826366494533343,1.0,0.0,0.0,0.0
