dist_bin_left,dist_bin_center,n_total,n_success,pdr,n_success_phy,pdr_phy,n_late,late_ratio_phy,delay_p50_ms,delay_p95_ms,delay_p99_ms,nlos_ratio,tunnel_ratio,avg_blockage_b,avg_n_cs,avg_cbr,avg_p_col,avg_cong_delay_ms
0,5.0,820156,815628,0.9944790990982203,815628,0.9944790990982203,0,0.0,1.0903227332949081,10.949688464833335,11.302835037410915,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,15.0,222232,219374,0.9871395658591022,219374,0.9871395658591022,0,0.0,1.3179862138301504,11.303731245677326,11.565855065104962,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,25.0,161987,157186,0.9703618191583275,157186,0.9703618191583275,0,0.0,1.541980269445884,11.587505378899582,11.81505773362249,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,35.0,154111,144755,0.9392905113846514,144755,0.9392905113846514,0,0.0,1.7632212992127774,11.840799916762036,12.043199724026154,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,45.0,155099,137294,0.8852023546251104,137294,0.8852023546251104,0,0.0,1.986159707542365,12.075373088153917,12.261784800740552,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,55.0,146844,117850,0.8025523684999046,117850,0.8025523684999046,0,0.0,2.2187575794916157,12.30477248196855,12.481921523899675,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,65.0,141356,97502,0.6897620192987917,97502,0.6897620192987917,0,0.0,2.4562030376636104,12.525570461572432,12.698887881762111,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,75.0,146497,82162,0.5608442493702943,82162,0.5608442493702943,0,0.0,2.6952643746766105,12.74017091174244,12.90235259064322,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80,85.0,144074,62063,0.43077168677207545,62063,0.43077168677207545,0,0.0,2.929738323350244,12.943776384784469,13.109812312164095,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,95.0,140909,44047,0.3125918145753642,44047,0.3125918145753642,0,0.0,3.1878213289905344,13.15467495743043,13.3206372241305,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,105.0,141827,30892,0.21781466152425139,30892,0.21781466152425139,0,0.0,3.4043106483963768,13.35391269507852,13.520852313070158,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,115.0,143749,21500,0.14956625785222855,21500,0.14956625785222855,0,0.0,3.64856288732987,13.559462728492623,13.719888147228875,0.0,0.0,0.0,1.0,0.0,0.0,0.0
120,125.0,145930,14494,0.09932159254437059,14494,0.09932159254437059,0,0.0,3.956900658846151,13.75576803383895,13.923542248692304,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130,135.0,147492,9559,0.06481029479564994,9559,0.06481029479564994,0,0.0,4.146626038156905,13.962440986893428,14.112660488336774,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140,145.0,142073,5984,0.04211919224623961,5984,0.04211919224623961,0,0.0,4.365506764620553,14.158866768917486,14.313678727211537,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150,155.0,143886,3931,0.02732023963415482,3931,0.02732023963415482,0,0.0,4.568854865664635,14.369831905271326,14.53790687436713,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160,165.0,145722,2505,0.0171902663976613,2505,0.0171902663976613,0,0.0,4.938206650420927,14.551078586536747,14.732501232453505,0.0,0.0,0.0,1.0,0.0,0.0,0.0
170,175.0,143570,1686,0.011743400431845094,1686,0.011743400431845094,0,0.0,14.032283669325452,14.770181981728413,14.916410558852943,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180,185.0,142260,1039,0.007303528750175735,1039,0.007303528750175735,0,0.0,14.32182497118746,14.969073403613649,15.145063864710576,0.0,0.0,0.0,1.0,0.0,0.0,0.0
190,195.0,141149,621,0.004399606090018349,621,0.004399606090018349,0,0.0,5.298954633939612,15.138415913994873,15.25870694707852,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200,205.0,136887,394,0.002878286469862003,394,0.002878286469862003,0,0.0,5.415312127148022,15.391482013433848,15.571382147411535,0.0,0.0,0.0,1.0,0.0,0.0,0.0
210,215.0,141297,288,0.0020382598356653006,288,0.0020382598356653006,0,0.0,5.689439426667278,15.54138396015147,15.665408274967962,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220,225.0,143324,299,0.0020861823560603945,299,0.0020861823560603945,0,0.0,15.113081473550876,15.779373043386743,15.869296451874696,0.0,0.0,0.0,1.0,0.0,0.0,0.0
230,235.0,141280,279,0.00197480181200453,279,0.00197480181200453,0,0.0,15.384115353328514,15.979579743700684,16.19388232776759,0.0,0.0,0.0,1.0,0.0,0.0,0.0
