dist_bin_left,dist_bin_center,n_total,n_success,pdr,n_success_phy,pdr_phy,n_late,late_ratio_phy,delay_p50_ms,delay_p95_ms,delay_p99_ms,nlos_ratio,tunnel_ratio,avg_blockage_b,avg_n_cs,avg_cbr,avg_p_col,avg_cong_delay_ms
0,5.0,822650,762019,0.9262979395854859,762019,0.9262979395854859,0,0.0,1.0707321392675189,1.4183260576547547,1.5618064765797535,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,15.0,218968,193671,0.8844717036279274,193671,0.8844717036279274,0,0.0,1.2887102186791275,1.6308327875514979,1.7741022680736578,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,25.0,162857,134927,0.8284998495612715,134927,0.8284998495612715,0,0.0,1.4966090294865118,1.8404780629871267,1.9820817337741787,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,35.0,153298,115581,0.753962869704758,115581,0.753962869704758,0,0.0,1.6976353750083364,2.0402305217183376,2.1808654790527844,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,45.0,154333,102623,0.6649452806593534,102623,0.6649452806593534,0,0.0,1.8974546214953256,2.239232564249545,2.3826917933154874,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,55.0,147271,82133,0.5576997507995464,82133,0.5576997507995464,0,0.0,2.0965272297834776,2.437414644736215,2.577928210656694,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,65.0,142840,63504,0.44458134976197144,63504,0.44458134976197144,0,0.0,2.2947243089026936,2.6392731190881387,2.7812365651519015,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,75.0,147894,50405,0.34081842400638296,50405,0.34081842400638296,0,0.0,2.492595407997059,2.8360707999538257,2.977574049854247,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80,85.0,142983,35303,0.24690347803585042,35303,0.24690347803585042,0,0.0,2.693718862544195,3.036818462295822,3.1778406693379355,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,95.0,141979,24213,0.17053930510850196,24213,0.17053930510850196,0,0.0,2.893922864348456,3.232969755629926,3.3694458030649477,0.0,0.0,0.0,1.0,0.0,0.0,0.0
