u_bin_left,u_bin_center,n_total,n_success,pdr_band,pdr_phy_band,late_ratio_phy_band,delay_p95_band_ms,delay_p99_band_ms,mean_blockage_b
-0.25,-0.225,2889,1134,0.3925233644859813,0.3925233644859813,0.0,13.052885951817235,13.25467891693575,0.014288506972538138
-0.2,-0.17500000000000002,2780,1026,0.36906474820143886,0.36906474820143886,0.0,13.156831288080376,13.342666546728477,0.05088704229999846
-0.15000000000000002,-0.12500000000000003,2522,849,0.33663758921490883,0.33663758921490883,0.0,13.304187915310598,13.513235159882294,0.12978988099247102
-0.1,-0.07500000000000001,2173,656,0.3018867924528302,0.3018867924528302,0.0,13.617597627077913,14.09029491080239,0.24356788096232207
-0.05,-0.025,19913,5648,0.2836338070607141,0.2836338070607141,0.0,13.864393634245442,14.394440615310899,0.333666704111715
0.0,0.025,25478,7026,0.27576732867572024,0.27576732867572024,0.0,13.90421325235867,14.420705633158423,0.3501251352810003
0.05,0.07500000000000001,1586,408,0.2572509457755359,0.2572509457755359,0.0,13.959614387420505,14.67273902140459,0.35457686815409684
0.1,0.125,1496,412,0.27540106951871657,0.27540106951871657,0.0,13.934144786538553,14.788437880711546,0.3717290068844264
0.15000000000000002,0.17500000000000002,1161,356,0.3066322136089578,0.3066322136089578,0.0,14.016164288881358,14.500948164776029,0.4078057804016937
0.2,0.225,1412,366,0.25920679886685555,0.25920679886685555,0.0,14.40629537581472,14.832516205402815,0.4613177619062888
0.25,0.275,1137,287,0.25241864555848725,0.25241864555848725,0.0,14.483137182487944,14.943408867308937,0.533182018878438
0.30000000000000004,0.32500000000000007,1464,280,0.1912568306010929,0.1912568306010929,0.0,14.695532688117343,15.661492666846607,0.6170603465845214
0.35000000000000003,0.37500000000000006,1275,249,0.1952941176470588,0.1952941176470588,0.0,14.775639535238213,15.713040624894326,0.6965685848956156
0.4,0.42500000000000004,1047,139,0.13276026743075453,0.13276026743075453,0.0,15.167961965243649,16.139901922093458,0.7563790592580275
0.45,0.47500000000000003,1159,184,0.15875754961173424,0.15875754961173424,0.0,15.039523195881811,16.263146778760632,0.7919697027273906
0.5,0.525,1328,189,0.14231927710843373,0.14231927710843373,0.0,15.320121616699547,17.210081800745577,0.7940101101010123
0.55,0.5750000000000001,25739,4353,0.16912078946346012,0.16912078946346012,0.0,15.053535840384287,16.283054599568658,0.738409195504999
0.6000000000000001,0.6250000000000001,21439,3954,0.18443024394794533,0.18443024394794533,0.0,14.935848382558218,16.18121215735279,0.6979707376485812
0.65,0.675,30205,5764,0.19082933289190532,0.19082933289190532,0.0,14.797786671483522,15.841986693153968,0.6531341614614935
0.7000000000000001,0.7250000000000001,2374,538,0.22662173546756528,0.22662173546756528,0.0,14.527381284789444,15.856919001259287,0.537426436853893
0.75,0.775,2383,589,0.24716743600503566,0.24716743600503566,0.0,14.220248833986767,15.019190086265223,0.463295237495554
0.8,0.8250000000000001,2709,709,0.2617201919527501,0.2617201919527501,0.0,14.115206927177217,14.687269080440084,0.40732125421901
0.8500000000000001,0.8750000000000001,3278,850,0.2593044539353264,0.2593044539353264,0.0,14.049565377239107,14.58025179867408,0.3715178028635515
0.9,0.925,3555,979,0.27538677918424753,0.27538677918424753,0.0,13.905373288246613,14.573829426410835,0.3548401857569294
0.9500000000000001,0.9750000000000001,5127,1342,0.26175151160522725,0.26175151160522725,0.0,13.920581730116979,14.721788521152307,0.3502671347801009
1.0,1.025,6038,1684,0.2789002981119576,0.2789002981119576,0.0,13.853069828647396,14.377402699339505,0.3302496075618404
1.05,1.075,8089,2578,0.3187044134009148,0.3187044134009148,0.0,13.615033842539969,14.041197675925796,0.24208230861687893
1.1,1.125,12414,4297,0.34614145319800227,0.34614145319800227,0.0,13.313334184019178,13.562514888187948,0.12735612730744764
1.1500000000000001,1.175,17750,6375,0.3591549295774648,0.3591549295774648,0.0,13.155184357169054,13.340155047302286,0.047750284977452685
1.2000000000000002,1.225,12937,4881,0.37728994357269846,0.37728994357269846,0.0,13.084513421468564,13.271604315457122,0.020957314393603516
