dist_bin_left,dist_bin_center,n_total,n_success,pdr,n_success_phy,pdr_phy,n_late,late_ratio_phy,delay_p50_ms,delay_p95_ms,delay_p99_ms,nlos_ratio,tunnel_ratio,avg_blockage_b,avg_n_cs,avg_cbr,avg_p_col,avg_cong_delay_ms
0,5.0,819759,819115,0.9992144032575427,819115,0.9992144032575427,0,0.0,1.0921220982269024,11.018987955031168,11.420944691651242,0.020739022078440125,0.0,0.020893995317247657,1.0,0.0,0.0,0.0
10,15.0,221113,220329,0.9964543016466694,220329,0.9964543016466694,0,0.0,1.3256733905072693,11.397736524794045,21.23908023348148,0.07103155400179999,0.0,0.07204485064372185,1.0,0.0,0.0,0.0
20,25.0,161773,160367,0.9913088092574163,160367,0.9913088092574163,0,0.0,1.5544840570584926,11.732280433630748,21.59588246020428,0.07901194884189575,0.0,0.08213566620748854,1.0,0.0,0.0,0.0
30,35.0,154355,151047,0.9785688834180947,151047,0.9785688834180947,0,0.0,1.787405292322745,21.392927483494613,21.89190930801671,0.08211590165527517,0.0,0.08955145935977021,1.0,0.0,0.0,0.0
40,45.0,152812,144912,0.9483024893332984,144912,0.9483024893332984,0,0.0,2.031689111751813,21.86397579808947,22.152823420286186,0.1004698583880847,0.0,0.11953066515423891,1.0,0.0,0.0,0.0
50,55.0,146412,130551,0.8916687156790427,130551,0.8916687156790427,0,0.0,2.300519822741747,22.16554436149879,22.403614491648764,0.15348468704750975,0.0,0.1384593393370344,1.0,0.0,0.0,0.0
60,65.0,142220,114535,0.8053368021375334,114535,0.8053368021375334,0,0.0,2.6461245507493056,22.415523382817153,22.62622594600117,0.176733230206722,0.0,0.17606330587882402,1.0,0.0,0.0,0.0
70,75.0,147044,103217,0.7019463561927042,103217,0.7019463561927042,0,0.0,12.198087339499349,22.647729971852538,22.847692379526368,0.19094284703898154,0.0,0.19267585656964564,1.0,0.0,0.0,0.0
80,85.0,142978,82916,0.5799213865070151,82916,0.5799213865070151,0,0.0,12.514710502892827,22.865119546972494,23.054883906580574,0.1925471051490439,0.0,0.1942151983975759,1.0,0.0,0.0,0.0
90,95.0,141795,66145,0.4664833033604852,66145,0.4664833033604852,0,0.0,12.76511771297821,23.076528696926093,23.266082857082,0.2107761204555873,0.0,0.21228061324321507,1.0,0.0,0.0,0.0
100,105.0,141938,52653,0.37095774211275345,52653,0.37095774211275345,0,0.0,12.990937781347188,23.288050435438212,23.475756564640403,0.22227310515859036,0.0,0.22479202552176153,1.0,0.0,0.0,0.0
110,115.0,144127,43541,0.3021016187112755,43541,0.3021016187112755,0,0.0,13.203300884644106,23.489085579422945,23.67214302979721,0.23995503965252868,0.0,0.24762618348038562,1.0,0.0,0.0,0.0
120,125.0,145534,37597,0.25833825772671676,37597,0.25833825772671676,0,0.0,13.393307729553852,23.684943895159087,23.872794224592145,0.2616501985790262,0.0,0.28419252954859875,1.0,0.0,0.0,0.0
130,135.0,147074,35053,0.2383358037450535,35053,0.2383358037450535,0,0.0,13.594290568852337,23.886987712677456,24.069522134310358,0.3313502046588792,0.0,0.3193448047855473,1.0,0.0,0.0,0.0
140,145.0,143761,35254,0.24522645223669842,35254,0.24522645223669842,0,0.0,13.76577585743158,24.075950642880542,24.263544692631523,0.3763329414792607,0.0,0.3723988498720207,1.0,0.0,0.0,0.0
150,155.0,143343,34010,0.23726306830469573,34010,0.23726306830469573,0,0.0,13.944459097889625,24.268658482845296,24.45930616490186,0.37355155117445565,0.0,0.37424919664002804,1.0,0.0,0.0,0.0
160,165.0,145540,33950,0.2332692043424488,33950,0.2332692043424488,0,0.0,14.143446458362813,24.470737546867106,24.66322884584538,0.38005359351381063,0.0,0.3810071590135761,1.0,0.0,0.0,0.0
170,175.0,143200,32365,0.22601256983240223,32365,0.22601256983240223,0,0.0,14.341043742893245,24.6704364371566,24.8610437160691,0.3794553072625698,0.0,0.3803674337982204,1.0,0.0,0.0,0.0
180,185.0,138849,30958,0.2229616345814518,30958,0.2229616345814518,0,0.0,14.557773255089263,24.880213638456,25.069413341660248,0.38110465325641524,0.0,0.38309676238207696,1.0,0.0,0.0,0.0
190,195.0,141367,33392,0.23620788444262097,33392,0.23620788444262097,0,0.0,14.728677008697428,25.075359455497484,25.271361545409224,0.40363026731839824,0.0,0.41385430709956866,1.0,0.0,0.0,0.0
200,205.0,137599,32574,0.2367313715942703,32574,0.2367313715942703,0,0.0,14.946861849468673,25.27928648168709,25.470870784350545,0.3975464937971933,0.0,0.4279983657314053,1.0,0.0,0.0,0.0
210,215.0,139569,36430,0.26101784780287884,36430,0.26101784780287884,0,0.0,15.142127462000236,25.477788460922824,25.663921867406962,0.4934190257148794,0.0,0.48017311780862953,1.0,0.0,0.0,0.0
220,225.0,142427,41837,0.2937434615627655,41837,0.2937434615627655,0,0.0,15.346509571309303,25.679920989762973,25.86455730903086,0.5329888293652186,0.0,0.5266938087841804,1.0,0.0,0.0,0.0
230,235.0,140414,43558,0.31021123249818394,43558,0.31021123249818394,0,0.0,15.533124431561625,25.870864511692847,26.062541567315538,0.5412565698577065,0.0,0.5424585532679513,1.0,0.0,0.0,0.0
240,245.0,140800,44545,0.3163707386363636,44545,0.3163707386363636,0,0.0,15.732036782965418,26.069378649352497,26.264149046844732,0.5522869318181818,0.0,0.5533141207460933,1.0,0.0,0.0,0.0
250,255.0,139979,44703,0.31935504611405996,44703,0.31935504611405996,0,0.0,15.932481828840508,26.268791700797674,26.457975542938055,0.5577479479064716,0.0,0.5598215376038485,1.0,0.0,0.0,0.0
260,265.0,141030,45895,0.3254272140679288,45895,0.3254272140679288,0,0.0,16.14293130833205,26.47234696120834,26.66346091554788,0.5696163936751046,0.0,0.5716434879137747,1.0,0.0,0.0,0.0
270,275.0,141214,46937,0.3323820584361324,46937,0.3323820584361324,0,0.0,16.330742159295497,26.67151666737179,26.86205324398054,0.5767133570325889,0.0,0.5789684919340701,1.0,0.0,0.0,0.0
280,285.0,142322,48269,0.3391534688944787,48269,0.3391534688944787,0,0.0,16.536207959004326,26.871175964551615,27.061463036174544,0.5917848259580388,0.0,0.5935099750879982,1.0,0.0,0.0,0.0
290,295.0,147673,50288,0.3405361846783095,50288,0.3405361846783095,0,0.0,16.72241091853124,27.073772309687893,27.263387240841617,0.5901146451958043,0.0,0.5926283920756292,1.0,0.0,0.0,0.0
300,305.0,150163,52570,0.3500862396196133,52570,0.3500862396196133,0,0.0,16.928136752584408,27.271973674702693,27.459149517123297,0.609764056392054,0.0,0.6113870337212746,1.0,0.0,0.0,0.0
310,315.0,143374,49702,0.3466597848982382,49702,0.3466597848982382,0,0.0,17.13908444433241,27.4748310272653,27.665309973002163,0.6073067641273872,0.0,0.6087633189486299,1.0,0.0,0.0,0.0
320,325.0,143529,50132,0.34928132990545463,50132,0.34928132990545463,0,0.0,17.336928145330198,27.673075074007922,27.864740925281687,0.6068390360136279,0.0,0.6094050450832469,1.0,0.0,0.0,0.0
330,335.0,144478,50421,0.34898738908345905,50421,0.34898738908345905,0,0.0,17.541128812513413,27.87341332724046,28.06150647251387,0.6076703719597447,0.0,0.6118092023633916,1.0,0.0,0.0,0.0
340,345.0,148180,52376,0.3534620056687812,52376,0.3534620056687812,0,0.0,17.736780213268762,28.077784697068438,28.26893215825341,0.6178904035632339,0.0,0.6289044601579415,1.0,0.0,0.0,0.0
350,355.0,150868,54422,0.36072593260333535,54422,0.36072593260333535,0,0.0,17.938851911479667,28.273969841111015,28.464307320641264,0.655003049022987,0.0,0.6460396607053657,1.0,0.0,0.0,0.0
360,365.0,155701,58702,0.377017488648114,58702,0.377017488648114,0,0.0,18.14075516641826,28.47370873367418,28.661112677558666,0.6682744491043732,0.0,0.666184979711541,1.0,0.0,0.0,0.0
370,375.0,156222,58866,0.37680992433844146,58866,0.37680992433844146,0,0.0,18.331206010946936,28.67254577609789,28.853760237491198,0.6571993701271268,0.0,0.6600497916079521,1.0,0.0,0.0,0.0
380,385.0,166580,58087,0.3487033257293793,58087,0.3487033257293793,0,0.0,18.534123511975388,28.871706596286394,29.06127065997951,0.6107996158002161,0.0,0.6144890781747073,1.0,0.0,0.0,0.0
390,395.0,150196,59856,0.3985192681562758,59856,0.3985192681562758,0,0.0,18.73798203364895,29.071881171335566,29.258584084299212,0.6970225571919358,0.0,0.6995404547546572,1.0,0.0,0.0,0.0
400,405.0,136426,62268,0.4564232624279829,62268,0.4564232624279829,0,0.0,18.935563028508582,29.275467182060755,29.465321966534795,0.8023397299634967,0.0,0.804413616095415,1.0,0.0,0.0,0.0
410,415.0,132153,62489,0.47285343503363525,62489,0.47285343503363525,0,0.0,19.135612582996536,29.472168921511223,29.671691024631922,0.8266251995792755,0.0,0.8282844907307856,1.0,0.0,0.0,0.0
420,425.0,129601,63079,0.4867169234805287,63079,0.4867169234805287,0,0.0,19.331917179236505,29.673419810362496,29.863387060569583,0.845896250800534,0.0,0.847961606611383,1.0,0.0,0.0,0.0
430,435.0,127768,63031,0.49332383695448,63031,0.49332383695448,0,0.0,19.53734698742825,29.876833771587677,30.067420347007044,0.8532731200300545,0.0,0.8562861357733953,1.0,0.0,0.0,0.0
440,445.0,125806,63013,0.5008743621130948,63013,0.5008743621130948,0,0.0,19.737751482375437,30.07374762563059,30.26080150444219,0.8720808228542359,0.0,0.8741785213267883,1.0,0.0,0.0,0.0
450,455.0,124563,63174,0.5071650490113436,63174,0.5071650490113436,0,0.0,19.929556567355988,30.2717541719857,30.46550859483733,0.8803657586923886,0.0,0.8824036832657052,1.0,0.0,0.0,0.0
460,465.0,122997,62965,0.5119230550338626,62965,0.5119230550338626,0,0.0,20.13223729881987,30.471209365113452,30.657181407814264,0.8953063895867379,0.0,0.8966631825766244,1.0,0.0,0.0,0.0
470,475.0,122489,63464,0.5181199944484811,63464,0.5181199944484811,0,0.0,20.329589543400857,30.670781436265276,30.855222414993975,0.9031504869825046,0.0,0.9042086950689083,1.0,0.0,0.0,0.0
480,485.0,126582,66295,0.5237316522096349,66295,0.5237316522096349,0,0.0,20.533273277622506,30.866960529967884,31.057722886462834,0.914885212747468,0.0,0.914211645527767,1.0,0.0,0.0,0.0
490,495.0,125161,66002,0.5273367902142041,66002,0.5273367902142041,0,0.0,20.728924277707193,31.06656871394231,31.260346555613925,0.9234426059235704,0.0,0.9209705983875619,1.0,0.0,0.0,0.0
500,505.0,126171,67163,0.5323172519834193,67163,0.5323172519834193,0,0.0,20.92148485108912,31.26974123027883,31.467685068842137,0.9336931624541297,0.0,0.9315121321977675,1.0,0.0,0.0,0.0
510,515.0,125424,67602,0.5389877535399924,67602,0.5389877535399924,0,0.0,21.135138149647425,31.475475050591605,31.66784763029258,0.9406652634264575,0.0,0.9398189582488079,1.0,0.0,0.0,0.0
520,525.0,125133,67619,0.5403770388306841,67619,0.5403770388306841,0,0.0,21.33706926922571,31.676167118499084,31.863050882765922,0.9471602215242981,0.0,0.9467734859842803,1.0,0.0,0.0,0.0
530,535.0,126266,69295,0.5488017360176136,69295,0.5488017360176136,0,0.0,21.53133636314539,31.868750402044085,32.06044174786159,0.9500261353016647,0.0,0.9506787123278924,1.0,0.0,0.0,0.0
540,545.0,125279,68545,0.5471387862291366,68545,0.5471387862291366,0,0.0,21.731817083002475,32.071251341578694,32.26043590685261,0.9531286169270189,0.0,0.9539396590326954,1.0,0.0,0.0,0.0
550,555.0,125801,69151,0.5496856145817601,69151,0.5496856145817601,0,0.0,21.939301109793668,32.272792496835386,32.46496493032405,0.955596537388415,0.0,0.9556386700400754,1.0,0.0,0.0,0.0
560,565.0,123051,67594,0.549316949882569,67594,0.549316949882569,0,0.0,22.129498593368886,32.469189629815354,32.66012381213246,0.9567415136813191,0.0,0.9560453694946343,1.0,0.0,0.0,0.0
570,575.0,122624,67498,0.550446894572025,67498,0.550446894572025,0,0.0,22.326558980770304,32.667314162866816,32.85904070408664,0.95821372651357,0.0,0.9576327535774211,1.0,0.0,0.0,0.0
580,585.0,121702,66721,0.5482325680761203,66721,0.5482325680761203,0,0.0,22.533794898615326,32.8744941555448,33.07045975498017,0.9626464643144731,0.0,0.9602744884005674,1.0,0.0,0.0,0.0
590,595.0,121384,66971,0.5517283991300336,66971,0.5517283991300336,0,0.0,22.730164279524903,33.07247155252071,33.26444934215278,0.9667171950174652,0.0,0.961502370521618,1.0,0.0,0.0,0.0
600,605.0,122820,67394,0.5487217065624491,67394,0.5487217065624491,0,0.0,22.93974047454727,33.270826260511015,33.45775439780021,0.9650464093795799,0.0,0.959208829458923,1.0,0.0,0.0,0.0
