dist_bin_left,dist_bin_center,n_total,n_success,pdr,n_success_phy,pdr_phy,n_late,late_ratio_phy,delay_p50_ms,delay_p95_ms,delay_p99_ms,nlos_ratio,tunnel_ratio,avg_blockage_b,avg_n_cs,avg_cbr,avg_p_col,avg_cong_delay_ms
0,5.0,818052,754332,0.9221076410790512,754332,0.9221076410790512,0,0.0,1.0707154392232805,1.4176291817131659,1.561109125124109,0.020601379863382768,0.0,0.020732031133173404,1.0,0.0,0.0,0.0
10,15.0,221410,192577,0.8697755295605438,192577,0.8697755295605438,0,0.0,1.2878416532349597,1.6318723510763855,1.772014755846048,0.07051623684567093,0.0,0.07151580458329021,1.0,0.0,0.0,0.0
20,25.0,162322,131848,0.8122620470422987,131848,0.8122620470422987,0,0.0,1.4967458863384657,1.8388114738453758,1.9788101869637447,0.07966880644644596,0.0,0.08283168187891062,1.0,0.0,0.0,0.0
30,35.0,153607,112916,0.7350967078323254,112916,0.7350967078323254,0,0.0,1.698578570362863,2.038823652711872,2.182657729428493,0.08154576288841003,0.0,0.08920026507925859,1.0,0.0,0.0,0.0
40,45.0,154854,98984,0.6392085448228654,98984,0.6392085448228654,0,0.0,1.8976035699171705,2.240973887465412,2.3817659190996294,0.10024926705154533,0.0,0.11844220767222963,1.0,0.0,0.0,0.0
50,55.0,146455,77839,0.5314874876241849,77839,0.5314874876241849,0,0.0,2.094075826534504,2.4386767416941404,2.5810885290347576,0.1547710900959339,0.0,0.13943445085916437,1.0,0.0,0.0,0.0
60,65.0,141053,59940,0.4249466512587467,59940,0.4249466512587467,0,0.0,2.2969256825265316,2.6404117609409408,2.7821108846013303,0.18149206326699893,0.0,0.18116151554286675,1.0,0.0,0.0,0.0
70,75.0,146155,48463,0.33158632958160855,48463,0.33158632958160855,0,0.0,2.495285006454593,2.8359347282173375,2.982173908094887,0.1904074441517567,0.0,0.1919634928712467,1.0,0.0,0.0,0.0
80,85.0,143614,36432,0.2536800033422925,36432,0.2536800033422925,0,0.0,2.693017564101713,3.0387784916881957,3.1766976837606267,0.1988037377971507,0.0,0.2001931293939655,1.0,0.0,0.0,0.0
90,95.0,141062,26919,0.19083098212133673,26919,0.19083098212133673,0,0.0,2.896697477108945,3.2379903746437897,3.385842343354303,0.21078674625342048,0.0,0.21213948693238296,1.0,0.0,0.0,0.0
100,105.0,142540,20988,0.14724287919180581,20988,0.14724287919180581,0,0.0,3.0976290368544666,3.438437826464107,3.578153185191024,0.22585940788550582,0.0,0.22838480105295333,1.0,0.0,0.0,0.0
110,115.0,143391,16911,0.11793627215097181,16911,0.11793627215097181,0,0.0,3.296312077472302,3.635494871845109,3.7757972218744422,0.23765787253035406,0.0,0.24538471266107625,1.0,0.0,0.0,0.0
120,125.0,147172,15167,0.1030562878808469,15167,0.1030562878808469,0,0.0,3.499650420714426,3.8343926728276823,3.9840006371737022,0.2599679286820863,0.0,0.28275508524426873,1.0,0.0,0.0,0.0
130,135.0,148353,14193,0.09567046166912702,14193,0.09567046166912702,0,0.0,3.698398343925533,4.042690699995456,4.182832218078873,0.3360430864222496,0.0,0.3209413302025127,1.0,0.0,0.0,0.0
